Customer_ID,Gender,SeniorCitizen,Tenure_Months,Plan_Type,Monthly_Charges,Contract,Payment_Method,InternetService,Support_Tickets,Is_Churned
C2257,Male,0,44,Prepaid,349,Month-to-month,Credit Card,Fiber,0,0
C2258,Female,0,60,Prepaid,295,Month-to-month,UPI,Fiber,2,0
C2259,Female,0,34,Prepaid,565,Month-to-month,Credit Card,Fiber,6,1
C2260,Male,1,58,Prepaid,405,Month-to-month,UPI,Fiber,3,0
C2261,Male,0,48,Prepaid,489,Month-to-month,Credit Card,Fiber,2,0
C2262,Female,1,53,Postpaid,1132,2-year,Cash,DSL,2,1
C2263,Female,0,35,Postpaid,1047,2-year,Debit Card,Fiber,3,1
C2264,Female,0,42,Prepaid,447,Month-to-month,UPI,DSL,7,1
C2265,Female,0,19,Prepaid,436,Month-to-month,UPI,DSL,2,0
C2266,Male,1,8,Prepaid,365,Month-to-month,UPI,DSL,1,0
C2267,Female,1,39,Prepaid,307,Month-to-month,UPI,Fiber,7,1
C2268,Female,0,33,Prepaid,319,Month-to-month,UPI,Fiber,5,1
C2269,Male,0,44,Prepaid,342,Month-to-month,Credit Card,Fiber,0,0
C2270,Female,0,28,Prepaid,478,Month-to-month,Debit Card,Fiber,7,1
C2271,Male,0,37,Postpaid,1202,1-year,Debit Card,Fiber,5,1
C2272,Male,0,48,Prepaid,354,Month-to-month,UPI,DSL,7,1
C2273,Male,0,25,Prepaid,554,Month-to-month,UPI,DSL,7,1
C2274,Female,0,36,Prepaid,588,Month-to-month,UPI,Fiber,7,1
C2275,Female,0,17,Prepaid,266,Month-to-month,UPI,Fiber,7,1
C2276,Male,0,24,Prepaid,303,Month-to-month,Credit Card,Fiber,1,0
C2277,Female,0,21,Postpaid,1016,2-year,UPI,None,5,1
C2278,Female,0,2,Prepaid,421,Month-to-month,Credit Card,None,1,1
C2279,Male,0,31,Prepaid,554,Month-to-month,Debit Card,Fiber,4,1
C2280,Male,0,44,Postpaid,742,1-year,Credit Card,Fiber,3,0
C2281,Female,0,33,Prepaid,334,Month-to-month,Debit Card,Fiber,3,1
C2282,Male,0,30,Prepaid,261,Month-to-month,UPI,Fiber,5,1
C2283,Female,0,12,Prepaid,501,Month-to-month,Debit Card,Fiber,1,0
C2284,Female,0,44,Postpaid,1162,1-year,UPI,DSL,3,1
C2285,Female,0,12,Prepaid,375,Month-to-month,UPI,Fiber,7,1
C2286,Female,0,51,Prepaid,347,Month-to-month,UPI,DSL,4,1
C2287,Male,1,57,Postpaid,811,2-year,UPI,Fiber,7,0
C2288,Male,1,49,Prepaid,277,Month-to-month,Credit Card,DSL,5,1
C2289,Male,0,52,Prepaid,585,Month-to-month,Cash,DSL,0,0
C2290,Male,0,24,Prepaid,515,Month-to-month,Debit Card,Fiber,2,0
C2291,Female,0,24,Postpaid,721,2-year,Credit Card,DSL,6,0
C2292,Female,1,58,Postpaid,858,2-year,Credit Card,Fiber,3,0
C2293,Male,0,60,Postpaid,1042,1-year,Credit Card,Fiber,1,1
C2294,Female,0,11,Postpaid,1099,1-year,Debit Card,Fiber,3,1
C2295,Female,0,13,Postpaid,1153,1-year,Debit Card,Fiber,1,1
C2296,Female,0,27,Postpaid,842,1-year,Credit Card,Fiber,5,0
C2297,Male,0,8,Postpaid,1096,2-year,Debit Card,DSL,5,1
C2298,Male,0,10,Prepaid,290,Month-to-month,Debit Card,Fiber,2,0
C2299,Male,0,8,Prepaid,450,Month-to-month,UPI,Fiber,7,1
C2300,Female,0,20,Prepaid,348,Month-to-month,UPI,DSL,3,0
C2301,Male,0,8,Prepaid,560,Month-to-month,Debit Card,DSL,2,0
C2302,Male,0,9,Postpaid,781,2-year,Debit Card,Fiber,1,0
C2303,Male,1,7,Prepaid,296,Month-to-month,Credit Card,Fiber,4,1
C2304,Male,0,14,Prepaid,386,Month-to-month,Cash,Fiber,4,1
C2305,Male,0,28,Prepaid,379,Month-to-month,UPI,Fiber,6,1
C2306,Male,0,2,Postpaid,1225,1-year,Credit Card,DSL,0,1
C2307,Female,0,57,Postpaid,1241,1-year,Credit Card,Fiber,1,1
C2308,Female,1,43,Prepaid,318,Month-to-month,Cash,Fiber,1,0
C2309,Male,0,8,Prepaid,277,Month-to-month,UPI,None,7,1
C2310,Male,1,13,Prepaid,584,Month-to-month,Credit Card,DSL,1,0
C2311,Female,0,21,Prepaid,263,Month-to-month,UPI,Fiber,5,1
C2312,Female,1,47,Prepaid,295,Month-to-month,Credit Card,DSL,5,1
C2313,Male,0,28,Postpaid,1075,1-year,Debit Card,DSL,4,1
C2314,Male,0,35,Prepaid,458,Month-to-month,UPI,Fiber,4,1
C2315,Male,0,23,Prepaid,407,Month-to-month,Debit Card,DSL,6,1
C2316,Male,1,46,Prepaid,586,Month-to-month,Cash,Fiber,6,1
C2317,Female,1,15,Prepaid,476,Month-to-month,UPI,DSL,4,1
C2318,Male,0,2,Prepaid,490,Month-to-month,Debit Card,None,3,1
C2319,Male,1,51,Prepaid,307,Month-to-month,UPI,Fiber,3,0
C2320,Male,0,12,Prepaid,553,Month-to-month,UPI,DSL,4,1
C2321,Male,0,57,Postpaid,918,2-year,Credit Card,DSL,2,0
C2322,Female,0,52,Prepaid,594,Month-to-month,Debit Card,DSL,3,0
C2323,Female,0,36,Prepaid,379,Month-to-month,Credit Card,DSL,5,1
C2324,Female,0,3,Prepaid,466,Month-to-month,UPI,Fiber,3,1
C2325,Male,0,5,Postpaid,1259,1-year,Cash,DSL,3,1
C2326,Male,0,3,Prepaid,492,Month-to-month,Debit Card,DSL,3,1
C2327,Female,0,57,Postpaid,1179,2-year,UPI,DSL,6,1
C2328,Male,0,47,Postpaid,1038,2-year,Credit Card,DSL,6,1
C2329,Male,0,19,Prepaid,352,Month-to-month,UPI,Fiber,0,0
C2330,Female,0,2,Postpaid,1120,1-year,UPI,Fiber,3,1
C2331,Female,0,44,Postpaid,1181,2-year,Credit Card,DSL,2,1
C2332,Female,0,37,Prepaid,407,Month-to-month,Credit Card,DSL,6,1
C2333,Female,0,54,Postpaid,729,1-year,UPI,Fiber,0,1
C2334,Male,0,17,Prepaid,267,Month-to-month,Debit Card,Fiber,5,1
C2335,Male,0,14,Prepaid,465,Month-to-month,UPI,DSL,5,1
C2336,Female,0,28,Postpaid,1245,1-year,Credit Card,DSL,3,1
C2337,Male,0,27,Postpaid,1028,1-year,UPI,DSL,1,1
C2338,Female,0,54,Postpaid,1133,2-year,Credit Card,Fiber,0,1
C2339,Female,0,10,Prepaid,596,Month-to-month,UPI,DSL,6,1
C2340,Male,0,3,Prepaid,307,Month-to-month,Credit Card,DSL,5,1
C2341,Female,1,36,Prepaid,404,Month-to-month,Credit Card,DSL,3,0
C2342,Male,1,38,Prepaid,304,Month-to-month,UPI,DSL,7,1
C2343,Male,0,56,Prepaid,590,Month-to-month,UPI,Fiber,2,0
C2344,Male,0,25,Prepaid,268,Month-to-month,Credit Card,None,7,1
C2345,Male,0,22,Prepaid,400,Month-to-month,UPI,DSL,4,1
C2346,Female,0,48,Prepaid,357,Month-to-month,Credit Card,Fiber,5,1
C2347,Male,1,39,Prepaid,296,Month-to-month,Credit Card,DSL,3,0
C2348,Female,0,47,Postpaid,1087,1-year,Debit Card,DSL,1,1
C2349,Female,0,30,Postpaid,1148,2-year,Cash,DSL,2,1
C2350,Female,0,21,Prepaid,377,Month-to-month,Credit Card,Fiber,5,1
C2351,Female,1,30,Postpaid,1002,2-year,Debit Card,Fiber,0,1
C2352,Male,0,28,Postpaid,798,1-year,Debit Card,Fiber,2,0
C2353,Male,0,31,Postpaid,1005,2-year,Cash,Fiber,3,1
C2354,Female,0,57,Prepaid,346,Month-to-month,UPI,Fiber,6,1
C2355,Female,0,52,Prepaid,296,Month-to-month,Debit Card,Fiber,5,1
C2356,Male,0,26,Postpaid,1167,1-year,Cash,Fiber,5,1
C2357,Female,0,43,Prepaid,389,Month-to-month,Credit Card,DSL,1,0
C2358,Male,1,22,Postpaid,1026,1-year,UPI,Fiber,5,1
C2359,Female,1,21,Postpaid,1268,1-year,Cash,Fiber,6,1
C2360,Male,1,1,Postpaid,732,2-year,Credit Card,Fiber,2,1
C2361,Female,0,37,Prepaid,298,Month-to-month,Credit Card,Fiber,5,1
C2362,Female,0,13,Prepaid,361,Month-to-month,Debit Card,DSL,7,1
C2363,Male,0,21,Prepaid,565,Month-to-month,UPI,Fiber,2,0
C2364,Female,0,46,Postpaid,755,1-year,UPI,DSL,4,0
C2365,Female,0,9,Prepaid,336,Month-to-month,Credit Card,DSL,6,1
C2366,Male,0,17,Prepaid,531,Month-to-month,Credit Card,Fiber,4,1
C2367,Female,0,47,Prepaid,576,Month-to-month,Debit Card,Fiber,3,0
C2368,Male,0,21,Prepaid,501,Month-to-month,Credit Card,Fiber,0,0
C2369,Male,0,31,Prepaid,323,Month-to-month,Debit Card,Fiber,0,1
C2370,Female,0,39,Prepaid,296,Month-to-month,UPI,Fiber,7,1
C2371,Female,0,59,Postpaid,1112,1-year,Credit Card,DSL,1,1
C2372,Female,0,54,Prepaid,345,Month-to-month,UPI,Fiber,6,1
C2373,Female,0,22,Postpaid,782,1-year,Credit Card,Fiber,3,0
C2374,Female,0,12,Postpaid,836,2-year,Debit Card,Fiber,0,0
C2375,Female,0,55,Postpaid,1238,2-year,UPI,DSL,5,1
C2376,Female,0,6,Postpaid,1005,2-year,Debit Card,Fiber,2,1
C2377,Male,0,53,Prepaid,397,Month-to-month,UPI,Fiber,3,0
C2378,Female,0,16,Prepaid,484,Month-to-month,UPI,DSL,2,0
C2379,Male,0,26,Postpaid,1248,2-year,UPI,Fiber,1,1
C2380,Female,0,5,Prepaid,336,Month-to-month,Debit Card,Fiber,6,1
C2381,Female,0,9,Prepaid,287,Month-to-month,UPI,Fiber,5,1
C2382,Male,0,46,Prepaid,302,Month-to-month,Debit Card,DSL,3,0
C2383,Female,0,40,Postpaid,878,1-year,Debit Card,Fiber,5,0
C2384,Female,0,14,Prepaid,326,Month-to-month,UPI,Fiber,7,1
C2385,Male,0,44,Prepaid,449,Month-to-month,Credit Card,None,5,1
C2386,Female,1,42,Prepaid,422,Month-to-month,Credit Card,Fiber,6,1
C2387,Female,0,30,Postpaid,779,2-year,Cash,DSL,5,0
C2388,Female,0,52,Prepaid,299,Month-to-month,UPI,Fiber,1,0
C2389,Male,0,52,Postpaid,753,2-year,UPI,Fiber,6,1
C2390,Female,0,26,Prepaid,426,Month-to-month,Credit Card,DSL,4,1
C2391,Female,0,53,Postpaid,764,1-year,Debit Card,DSL,1,0
C2392,Female,0,45,Prepaid,476,Month-to-month,Debit Card,Fiber,7,1
C2393,Female,0,29,Postpaid,1202,2-year,Cash,DSL,5,1
C2394,Male,0,19,Prepaid,598,Month-to-month,Debit Card,DSL,4,1
C2395,Male,0,47,Prepaid,270,Month-to-month,UPI,Fiber,3,0
C2396,Female,0,8,Postpaid,1232,2-year,Credit Card,DSL,2,1
C2397,Female,0,23,Postpaid,959,1-year,Debit Card,Fiber,2,0
C2398,Male,0,53,Postpaid,1284,1-year,Cash,Fiber,2,1
C2399,Male,0,42,Postpaid,947,2-year,UPI,Fiber,7,0
C2400,Female,1,35,Prepaid,409,Month-to-month,Credit Card,DSL,1,0
C2401,Male,0,31,Postpaid,1198,2-year,Debit Card,Fiber,3,1
C2402,Female,0,53,Prepaid,345,Month-to-month,Credit Card,DSL,3,0
C2403,Male,0,35,Postpaid,967,1-year,Credit Card,Fiber,4,1
C2404,Male,0,32,Prepaid,331,Month-to-month,Cash,Fiber,3,0
C2405,Male,1,58,Prepaid,377,Month-to-month,Debit Card,DSL,2,0
C2406,Male,0,5,Prepaid,382,Month-to-month,UPI,DSL,3,1
C2407,Female,1,16,Prepaid,388,Month-to-month,UPI,Fiber,4,1
C2408,Male,0,17,Prepaid,495,Month-to-month,Credit Card,Fiber,3,0
C2409,Male,0,32,Prepaid,540,Month-to-month,Cash,DSL,3,0
C2410,Female,0,38,Prepaid,361,Month-to-month,Cash,Fiber,2,0
C2411,Male,1,58,Prepaid,452,Month-to-month,Debit Card,DSL,3,0
C2412,Male,0,32,Prepaid,419,Month-to-month,Credit Card,DSL,1,0
C2413,Female,0,52,Prepaid,336,Month-to-month,UPI,DSL,6,1
C2414,Male,0,20,Prepaid,368,Month-to-month,Debit Card,DSL,4,1
C2415,Female,0,48,Prepaid,347,Month-to-month,Credit Card,DSL,4,1
C2416,Female,1,56,Postpaid,788,2-year,Credit Card,Fiber,4,1
C2417,Female,0,2,Postpaid,971,2-year,Credit Card,Fiber,3,1
C2418,Female,0,20,Prepaid,387,Month-to-month,Credit Card,Fiber,1,0
C2419,Male,0,47,Postpaid,1060,2-year,Cash,Fiber,6,1
C2420,Female,0,18,Postpaid,1077,2-year,UPI,DSL,5,1
C2421,Male,1,1,Prepaid,385,Month-to-month,Debit Card,Fiber,5,1
C2422,Male,0,58,Postpaid,1044,1-year,Credit Card,DSL,4,1
C2423,Male,0,29,Prepaid,252,Month-to-month,Debit Card,DSL,0,0
C2424,Male,1,29,Prepaid,308,Month-to-month,Debit Card,DSL,5,1
C2425,Male,0,19,Prepaid,365,Month-to-month,UPI,Fiber,5,1
C2426,Male,0,44,Prepaid,380,Month-to-month,UPI,DSL,2,0
C2427,Male,0,40,Postpaid,928,2-year,UPI,Fiber,0,0
C2428,Male,0,6,Prepaid,541,Month-to-month,UPI,DSL,0,0
C2429,Male,0,44,Prepaid,591,Month-to-month,Debit Card,Fiber,7,1
C2430,Male,1,39,Prepaid,347,Month-to-month,UPI,DSL,4,1
C2431,Female,0,50,Postpaid,1196,1-year,Credit Card,Fiber,6,1
C2432,Female,0,54,Postpaid,731,2-year,UPI,Fiber,7,0
C2433,Female,1,46,Postpaid,963,2-year,Credit Card,Fiber,6,0
C2434,Male,0,8,Prepaid,379,Month-to-month,Debit Card,DSL,0,0
C2435,Female,0,24,Prepaid,276,Month-to-month,UPI,DSL,0,0
C2436,Female,0,20,Prepaid,414,Month-to-month,Credit Card,Fiber,5,1
C2437,Female,1,54,Prepaid,317,Month-to-month,Debit Card,Fiber,1,0
C2438,Male,0,14,Prepaid,263,Month-to-month,UPI,Fiber,2,0
C2439,Male,0,5,Prepaid,347,Month-to-month,Debit Card,Fiber,3,1
C2440,Male,0,41,Prepaid,528,Month-to-month,UPI,Fiber,4,1
C2441,Male,0,40,Postpaid,1193,1-year,UPI,Fiber,5,1
C2442,Female,0,34,Postpaid,807,1-year,Credit Card,DSL,5,0
C2443,Female,0,60,Prepaid,456,Month-to-month,UPI,Fiber,4,1
C2444,Female,0,16,Prepaid,583,Month-to-month,Debit Card,DSL,0,0
C2445,Female,0,45,Prepaid,482,Month-to-month,UPI,Fiber,3,0
C2446,Male,1,7,Postpaid,1026,2-year,UPI,DSL,5,1
C2447,Male,0,16,Postpaid,732,2-year,Credit Card,DSL,3,0
C2448,Male,0,7,Postpaid,842,1-year,Credit Card,Fiber,3,0
C2449,Female,0,27,Prepaid,488,Month-to-month,Debit Card,Fiber,4,1
C2450,Male,0,14,Postpaid,916,1-year,UPI,Fiber,7,0
C2451,Male,0,14,Prepaid,320,Month-to-month,Debit Card,Fiber,4,1
C2452,Female,0,44,Postpaid,753,1-year,Cash,Fiber,6,1
C2453,Female,0,33,Postpaid,1291,1-year,Credit Card,Fiber,7,1
C2454,Male,0,33,Postpaid,850,2-year,Debit Card,Fiber,5,0
C2455,Male,0,44,Prepaid,520,Month-to-month,Credit Card,Fiber,5,1
C2456,Male,0,20,Postpaid,1216,2-year,UPI,Fiber,6,1
C2457,Male,0,53,Prepaid,485,Month-to-month,UPI,Fiber,6,1
C2458,Male,0,47,Prepaid,540,Month-to-month,UPI,Fiber,7,1
C2459,Male,0,36,Prepaid,288,Month-to-month,Cash,DSL,5,1
C2460,Female,0,7,Prepaid,455,Month-to-month,UPI,DSL,1,0
C2461,Female,0,32,Prepaid,432,Month-to-month,Credit Card,DSL,4,1
C2462,Female,0,48,Prepaid,436,Month-to-month,UPI,Fiber,4,1
C2463,Male,0,3,Prepaid,382,Month-to-month,Debit Card,Fiber,1,1
C2464,Female,0,39,Prepaid,279,Month-to-month,UPI,Fiber,4,1
C2465,Male,0,29,Prepaid,504,Month-to-month,Debit Card,Fiber,0,0
C2466,Male,0,24,Prepaid,392,Month-to-month,UPI,DSL,0,0
C2467,Female,1,22,Prepaid,352,Month-to-month,Debit Card,Fiber,6,1
C2468,Male,0,6,Prepaid,323,Month-to-month,Debit Card,DSL,1,0
C2469,Male,1,48,Prepaid,304,Month-to-month,Debit Card,DSL,5,1
C2470,Female,0,24,Postpaid,957,1-year,UPI,None,1,1
C2471,Female,0,40,Prepaid,309,Month-to-month,UPI,Fiber,0,0
C2472,Female,1,23,Postpaid,1076,1-year,Debit Card,Fiber,3,1
C2473,Male,0,54,Prepaid,271,Month-to-month,UPI,Fiber,7,1
C2474,Female,0,38,Postpaid,1169,2-year,UPI,Fiber,4,1
C2475,Female,0,10,Prepaid,588,Month-to-month,Credit Card,DSL,2,0
C2476,Male,0,16,Prepaid,252,Month-to-month,UPI,Fiber,2,0
C2477,Female,0,11,Prepaid,319,Month-to-month,UPI,Fiber,1,0
C2478,Female,0,32,Prepaid,409,Month-to-month,Credit Card,Fiber,7,1
C2479,Female,0,45,Postpaid,874,1-year,Credit Card,Fiber,2,0
C2480,Male,0,6,Prepaid,308,Month-to-month,UPI,Fiber,7,1
C2481,Male,1,24,Prepaid,501,Month-to-month,Credit Card,Fiber,3,0
C2482,Male,0,33,Postpaid,1001,1-year,Credit Card,DSL,2,1
C2483,Male,0,53,Prepaid,450,Month-to-month,Debit Card,None,0,0
C2484,Female,0,51,Prepaid,326,Month-to-month,UPI,Fiber,1,0
C2485,Male,0,12,Prepaid,504,Month-to-month,Credit Card,Fiber,5,1
C2486,Male,0,56,Prepaid,496,Month-to-month,Credit Card,Fiber,2,0
C2487,Female,0,27,Postpaid,1073,2-year,Credit Card,DSL,4,1
C2488,Female,0,38,Postpaid,1287,2-year,UPI,Fiber,6,1
C2489,Female,0,18,Postpaid,1038,1-year,UPI,DSL,6,1
C2490,Male,0,45,Postpaid,1156,2-year,Debit Card,Fiber,7,1
C2491,Male,1,39,Prepaid,329,Month-to-month,UPI,Fiber,7,1
C2492,Male,0,55,Prepaid,259,Month-to-month,Debit Card,Fiber,1,0
C2493,Female,0,13,Prepaid,585,Month-to-month,Cash,None,7,1
C2494,Female,0,53,Postpaid,1253,2-year,Credit Card,Fiber,3,1
C2495,Male,0,40,Postpaid,809,1-year,Credit Card,Fiber,0,0
C2496,Female,1,30,Prepaid,283,Month-to-month,UPI,Fiber,6,1
C2497,Female,0,53,Prepaid,370,Month-to-month,Cash,Fiber,2,0
C2498,Female,0,49,Postpaid,995,1-year,Debit Card,Fiber,0,0
C2499,Male,0,41,Prepaid,455,Month-to-month,Debit Card,DSL,7,1
C2500,Female,0,52,Postpaid,896,2-year,Credit Card,DSL,3,1
C2501,Female,0,13,Prepaid,405,Month-to-month,Debit Card,DSL,6,1
C2502,Male,0,34,Prepaid,523,Month-to-month,Debit Card,Fiber,5,1
C2503,Male,1,36,Prepaid,384,Month-to-month,UPI,Fiber,2,1
C2504,Female,0,30,Postpaid,708,1-year,Credit Card,Fiber,5,0
C2505,Female,1,25,Prepaid,490,Month-to-month,Credit Card,Fiber,7,1
C2506,Male,0,2,Prepaid,294,Month-to-month,UPI,DSL,5,1
C2507,Male,0,36,Postpaid,803,2-year,Debit Card,Fiber,1,0
C2508,Female,0,18,Postpaid,825,1-year,UPI,DSL,5,0
C2509,Female,0,5,Postpaid,1245,2-year,Credit Card,DSL,1,1
C2510,Female,0,19,Prepaid,526,Month-to-month,UPI,Fiber,5,1
C2511,Female,0,42,Postpaid,1165,2-year,UPI,DSL,6,1
C2512,Male,0,18,Prepaid,405,Month-to-month,Credit Card,Fiber,4,1
C2513,Female,0,57,Prepaid,293,Month-to-month,Cash,Fiber,3,0
C2514,Female,0,32,Prepaid,329,Month-to-month,Credit Card,Fiber,2,0
C2515,Male,0,21,Prepaid,561,Month-to-month,UPI,DSL,0,0
C2516,Female,0,10,Postpaid,933,1-year,Credit Card,Fiber,6,0
C2517,Male,0,37,Prepaid,400,Month-to-month,UPI,DSL,0,0
C2518,Female,0,49,Prepaid,491,Month-to-month,UPI,DSL,2,0
C2519,Female,0,22,Postpaid,731,2-year,UPI,DSL,3,0
C2520,Male,1,13,Postpaid,1056,2-year,UPI,DSL,3,1
C2521,Male,0,55,Postpaid,1162,1-year,Credit Card,Fiber,5,1
C2522,Female,0,17,Prepaid,299,Month-to-month,Credit Card,DSL,0,0
C2523,Female,1,9,Postpaid,793,1-year,UPI,Fiber,2,0
C2524,Female,0,24,Prepaid,410,Month-to-month,Debit Card,Fiber,5,1
C2525,Male,1,44,Postpaid,1107,1-year,UPI,Fiber,2,1
C2526,Female,0,14,Prepaid,304,Month-to-month,Cash,Fiber,7,1
C2527,Male,0,46,Postpaid,943,1-year,Credit Card,DSL,7,0
C2528,Male,0,8,Prepaid,579,Month-to-month,UPI,Fiber,0,0
C2529,Female,0,55,Prepaid,539,Month-to-month,Cash,Fiber,2,0
C2530,Male,0,37,Prepaid,418,Month-to-month,UPI,Fiber,2,0
C2531,Female,0,19,Prepaid,515,Month-to-month,Credit Card,Fiber,5,1
C2532,Female,0,28,Prepaid,557,Month-to-month,UPI,Fiber,7,1
C2533,Female,0,46,Postpaid,1056,2-year,Debit Card,Fiber,1,1
C2534,Female,0,41,Prepaid,583,Month-to-month,Credit Card,DSL,1,0
C2535,Female,0,30,Postpaid,835,1-year,UPI,Fiber,4,0
C2536,Male,0,7,Prepaid,410,Month-to-month,UPI,Fiber,5,1
C2537,Male,0,59,Prepaid,509,Month-to-month,Debit Card,Fiber,4,1
C2538,Female,1,58,Postpaid,800,2-year,UPI,Fiber,3,0
C2539,Female,0,26,Postpaid,1079,1-year,UPI,DSL,1,1
C2540,Male,1,40,Prepaid,323,Month-to-month,Credit Card,Fiber,1,0
C2541,Male,0,46,Prepaid,584,Month-to-month,Debit Card,Fiber,1,0
C2542,Male,0,54,Postpaid,1299,2-year,UPI,Fiber,1,1
C2543,Male,0,60,Prepaid,509,Month-to-month,UPI,DSL,3,0
C2544,Female,0,46,Prepaid,253,Month-to-month,Debit Card,Fiber,0,0
C2545,Female,0,11,Postpaid,827,2-year,UPI,Fiber,3,0
C2546,Male,0,14,Prepaid,522,Month-to-month,Credit Card,Fiber,0,0
C2547,Female,0,21,Prepaid,475,Month-to-month,Cash,DSL,4,1
C2548,Male,0,8,Postpaid,1228,1-year,Debit Card,DSL,1,1
C2549,Female,0,3,Postpaid,1256,1-year,UPI,Fiber,5,1
C2550,Male,0,28,Prepaid,513,Month-to-month,UPI,DSL,5,1
C2551,Female,0,29,Prepaid,430,Month-to-month,UPI,Fiber,0,0
C2552,Male,0,23,Prepaid,254,Month-to-month,Cash,Fiber,6,1
C2553,Male,0,18,Postpaid,763,2-year,Cash,Fiber,6,0
C2554,Female,0,35,Postpaid,801,2-year,UPI,DSL,6,0
C2555,Male,0,13,Prepaid,289,Month-to-month,Debit Card,Fiber,3,0
C2556,Female,0,12,Prepaid,371,Month-to-month,Debit Card,DSL,0,0
C2557,Female,0,47,Prepaid,384,Month-to-month,UPI,Fiber,2,0
C2558,Male,0,50,Prepaid,389,Month-to-month,UPI,DSL,4,1
C2559,Female,0,5,Postpaid,763,2-year,UPI,Fiber,4,1
C2560,Female,0,39,Prepaid,402,Month-to-month,Credit Card,Fiber,7,1
C2561,Female,1,11,Prepaid,277,Month-to-month,Debit Card,Fiber,1,0
C2562,Female,1,58,Prepaid,326,Month-to-month,Cash,Fiber,1,0
C2563,Female,0,59,Prepaid,424,Month-to-month,UPI,Fiber,7,1
C2564,Male,0,11,Prepaid,298,Month-to-month,UPI,Fiber,3,0
C2565,Female,0,59,Prepaid,591,Month-to-month,Credit Card,None,0,0
C2566,Female,0,47,Postpaid,1104,2-year,Debit Card,Fiber,2,1
C2567,Female,0,42,Postpaid,831,1-year,Credit Card,Fiber,4,0
C2568,Female,0,47,Postpaid,896,1-year,Credit Card,Fiber,0,0
C2569,Female,1,31,Prepaid,577,Month-to-month,Credit Card,Fiber,2,0
C2570,Male,0,31,Postpaid,1119,1-year,UPI,Fiber,5,1
C2571,Female,0,13,Postpaid,1076,1-year,Credit Card,DSL,0,1
C2572,Male,0,14,Prepaid,318,Month-to-month,Cash,Fiber,1,0
C2573,Male,0,49,Prepaid,320,Month-to-month,UPI,DSL,5,1
C2574,Male,0,45,Prepaid,399,Month-to-month,Credit Card,Fiber,5,1
C2575,Male,1,42,Prepaid,436,Month-to-month,UPI,None,4,1
C2576,Female,0,25,Postpaid,1041,1-year,Credit Card,Fiber,2,1
C2577,Male,0,33,Prepaid,445,Month-to-month,Credit Card,Fiber,6,1
C2578,Male,0,33,Prepaid,281,Month-to-month,Credit Card,Fiber,1,0
C2579,Female,0,15,Prepaid,358,Month-to-month,Debit Card,None,5,1
C2580,Female,0,16,Prepaid,250,Month-to-month,Credit Card,DSL,6,1
C2581,Female,0,44,Prepaid,431,Month-to-month,Credit Card,Fiber,3,0
C2582,Male,0,58,Prepaid,423,Month-to-month,UPI,Fiber,3,0
C2583,Female,0,56,Prepaid,418,Month-to-month,Debit Card,DSL,1,0
C2584,Female,0,38,Postpaid,1282,1-year,UPI,Fiber,2,1
C2585,Male,0,6,Postpaid,754,2-year,Debit Card,Fiber,7,0
C2586,Female,0,44,Postpaid,1233,1-year,UPI,DSL,2,1
C2587,Female,0,25,Postpaid,804,1-year,UPI,DSL,4,0
C2588,Female,0,15,Postpaid,874,2-year,UPI,DSL,1,0
C2589,Female,0,4,Postpaid,993,1-year,Cash,None,3,1
C2590,Male,0,56,Postpaid,1250,2-year,UPI,Fiber,1,1
C2591,Female,0,4,Postpaid,1074,1-year,UPI,Fiber,0,1
C2592,Female,0,30,Prepaid,338,Month-to-month,UPI,DSL,2,0
C2593,Male,0,34,Prepaid,483,Month-to-month,UPI,DSL,5,1
C2594,Female,0,27,Postpaid,759,1-year,UPI,DSL,7,0
C2595,Male,0,31,Prepaid,480,Month-to-month,Credit Card,DSL,0,0
C2596,Female,0,56,Prepaid,375,Month-to-month,UPI,Fiber,3,0
C2597,Male,0,32,Prepaid,310,Month-to-month,Credit Card,Fiber,2,0
C2598,Male,0,44,Prepaid,369,Month-to-month,UPI,Fiber,3,0
C2599,Male,0,39,Postpaid,939,2-year,Credit Card,DSL,3,0
C2600,Male,0,52,Prepaid,370,Month-to-month,Credit Card,Fiber,3,0
C2601,Female,0,9,Prepaid,297,Month-to-month,UPI,DSL,4,1
C2602,Male,0,41,Prepaid,451,Month-to-month,Credit Card,Fiber,3,0
C2603,Female,0,8,Postpaid,840,2-year,UPI,Fiber,3,0
C2604,Male,0,14,Prepaid,434,Month-to-month,UPI,Fiber,0,0
C2605,Male,0,33,Postpaid,852,2-year,Credit Card,DSL,0,0
C2606,Male,0,23,Postpaid,1007,2-year,Credit Card,Fiber,0,1
C2607,Female,0,21,Prepaid,530,Month-to-month,Credit Card,DSL,2,0
C2608,Male,0,55,Prepaid,438,Month-to-month,UPI,Fiber,4,1
C2609,Female,0,12,Prepaid,551,Month-to-month,UPI,Fiber,2,0
C2610,Female,1,57,Postpaid,995,1-year,UPI,Fiber,4,0
C2611,Female,1,2,Postpaid,1044,1-year,Credit Card,DSL,4,1
C2612,Female,1,13,Prepaid,283,Month-to-month,Credit Card,Fiber,1,0
C2613,Female,0,59,Prepaid,589,Month-to-month,UPI,DSL,5,1
C2614,Female,0,4,Prepaid,384,Month-to-month,Debit Card,Fiber,1,1
C2615,Female,0,20,Postpaid,907,1-year,UPI,Fiber,1,0
C2616,Female,0,50,Prepaid,562,Month-to-month,Cash,Fiber,4,1
